DIRECCIÓN;ESQUINA;COLONIA;ALCALDIA;BOTON;ALTAVOZ;LONGITUD;LATITUD;geopoint;TIPO DE POSTE;ESTATUS CONECTIVIDAD
MANUEL PEÑA Y PEÑA;ENTRE AZTECAS Y FLORIDA;CENTRO;CUAUHTEMOC;CON BOTON;CON ALTAVOZ;-99.128403;19.440701;19.440701,-99.128403;9m;SIN WIFI
FINISACHI;AND. ( SIN NOMBRE) ENTRE C. DIAGONAL JARDIN DE LOS OLIVOS Y C. PIÑUELA;U. H. CANANEA;IZTAPALAPA;CON BOTON;CON ALTAVOZ;-99.07009;19.292072;19.292072,-99.07009;9m;WIFI GRATUITO_ACTIVO
C. FERNANDO DE ALVA IXTLILXOCHITL;ENTRE CALZ. SAN ANTONIO ABAD Y C. 5 DE FEBRERO;OBRERA;CUAUHTEMOC;CON BOTON;CON ALTAVOZ;-99.134221;19.419296;19.419296,-99.134221;9m;WIFI GRATUITO_ACTIVO
CALZADA LEGARIA;C. PRESA SOLIS;IRRIGACION;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.212675;19.443742;19.443742,-99.212675;9m;WIFI GRATUITO_ACTIVO
C. JORGE BERNARD SHAW;AV. PRESIDENTE MASARYK;PALMITAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.204325;19.432245;19.432245,-99.204325;9m;WIFI GRATUITO_ACTIVO
C. SANTA CRUZ;C. ARENAL;SAN MIGUEL TOPILEJO;TLALPAN;CON BOTON;CON ALTAVOZ;-99.14489;19.192668;19.192668,-99.14489;9m;SIN WIFI
C. CAMPO MOLUCO;C. CAMPO SARLAT;FRACC. SAN ANTONIO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.203624;19.482192;19.482192,-99.203624;9m;WIFI GRATUITO_ACTIVO
RT. 6 FRAY SERVANDO TERESA DE MIER;RT. 10 FRAY SERVANDO TERESA DE MIER;JARDIN BALBUENA;VENUSTIANO CARRANZA;CON BOTON;CON ALTAVOZ;-99.105021;19.419264;19.419264,-99.105021;9m;WIFI GRATUITO_ACTIVO
C. GRAL GERTRUDIS SANCHEZ;C. FRANCISCO MURGUIA;PUEBLO SAN JUAN TLIHUACA;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.202122;19.489512;19.489512,-99.202122;9m;SIN WIFI
C. QUICHES;C. PUQUES;PEDREGAL STA. URSULA XITLA;TLALPAN;CON BOTON;CON ALTAVOZ;-99.175655;19.2751;19.2751,-99.175655;9m;SIN WIFI
CAMINO VIEJO A SAN LORENZO;ENTRE CDA. SAN LORENZO Y C. LA HERRADURA;PUEBLO SANTA MARIA NATIVITAS;XOCHIMILCO;CON BOTON;CON ALTAVOZ;-99.094774;19.242185;19.242185,-99.094774;9m;WIFI GRATUITO_ACTIVO
C. CERRO ZACAYUCA;CALZ. TAXQUEÑA;CAMPESTRE CHURUBUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.139053;19.341076;19.341076,-99.139053;9m;WIFI GRATUITO_ACTIVO
C. ROSARIO CASTELLANOS;ENTRE FRANCISCA GARCIA BATLE Y DOLORES GUERRERO;CTM CULHUACAN SECC. VIII;COYOACAN;CON BOTON;CON ALTAVOZ;-99.103638;19.317892;19.317892,-99.103638;9m;WIFI GRATUITO_ACTIVO
C. COYAMEL;C. TLAMATECA;PEDREGAL DE SANTO DOMINGO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.170967;19.335234;19.335234,-99.170967;9m;WIFI GRATUITO_ACTIVO
C. SOSTENES ROCHA;C. SUR 124;COVE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.199949;19.40101;19.40101,-99.199949;9m;WIFI GRATUITO_ACTIVO
CARR. A SANTA ROSA;ENTRE C. LA ESCONDIDA Y C. STA. ROSA;PUEBLO SAN BARTOLO AMEYALCO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.286867;19.332297;19.332297,-99.286867;9m;WIFI GRATUITO_ACTIVO
C. JACARANDAS;C. CLAVELES;TLAPECHICO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.240292;19.378999;19.378999,-99.240292;9m;WIFI GRATUITO_ACTIVO
C. GENERAL ANAYA;AV. CENTENARIO;MERCED GOMEZ;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.197732;19.365982;19.365982,-99.197732;9m;WIFI GRATUITO_ACTIVO
C. ARAUCARIA;C. OYAMEL;GARCIMARRERO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.236443;19.365535;19.365535,-99.236443;9m;WIFI GRATUITO_ACTIVO
AV. CENTENARIO;ENTRE AND. JURA Y AND. SINALOA;VALENTIN GOMES FARIAS (TEPEACA);ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.234687;19.357848;19.357848,-99.234687;9m;SIN WIFI
C .PARALELA 7;C. PLOMO;LOMAS DE SANTO DOMINGO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.202903;19.39364;19.39364,-99.202903;9m;WIFI GRATUITO_ACTIVO
C. A. RUIZ CORTINES;ENTRE C. ADOLFO LOPEZ MATEOS Y C. ADOLFO DE LA  HUERTA;PRESIDENTES;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.221453;19.377612;19.377612,-99.221453;9m;WIFI GRATUITO_ACTIVO
EJE 10 SUR RIO DE LA MAGDALENA;C. MELCHOR OCAMPO;TIZAPAN;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.201539;19.335732;19.335732,-99.201539;9m;WIFI GRATUITO_ACTIVO
C. CHINAMECAS;C. JALTIPAN;ZENON DELGADO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.214586;19.388361;19.388361,-99.214586;9m;SIN WIFI
C. ROSA ROJA;C. ROSA DE CASTILLA;MOLINO DE ROSAS (ALFONSO XIII);ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.19981;19.374449;19.374449,-99.19981;9m;WIFI GRATUITO_ACTIVO
C. MAR;CALZ. LAS AGUILAS;AMPLIACION LOS ALPES;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.212125;19.358223;19.358223,-99.212125;9m;WIFI GRATUITO_ACTIVO
MANZANA 24 GRUPO 8;MANZANA 4 GRUPO 9;U. H. IMSS SANTA FE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.206658;19.388474;19.388474,-99.206658;9m;SIN WIFI
AV. REVOLUCION;ANTIGUO CAMINO AL DESIERTO DELOS LEONES;TLACOPAC;ALVARO OBREGON;CON BOTON;SIN ALTAVOZ;-99.190653;19.348441;19.348441,-99.190653;9m;WIFI GRATUITO_ACTIVO
AV. 29 DE OCTUBRE;C. DEL TRABAJO;LOMAS DE LA HERA (LA ERA);ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.260443;19.324658;19.324658,-99.260443;9m;WIFI GRATUITO_ACTIVO
C. ZACUA;C. ALBATROS;AVE REAL;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.238565;19.361605;19.361605,-99.238565;9m;WIFI GRATUITO_ACTIVO
C. BAJA CALIFORNIA;AV. MEXICO;U. H. EL PIRUL;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.218548;19.382057;19.382057,-99.218548;9m;WIFI GRATUITO_ACTIVO
C. MIGUEL HIDALGO;C. GREGORIO LOPEZ;PUEBLO SANTA FE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.241781;19.38319;19.38319,-99.241781;9m;WIFI GRATUITO_ACTIVO
CDA. LIC. FRANCISCO BENITEZ;AV. QUERETARO;PROGRESO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.209466;19.337367;19.337367,-99.209466;9m;SIN WIFI
CAMINO REAL A TOLUCA;PARALELA 7;JOSE MA. PINO SUAREZ;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.201131;19.390964;19.390964,-99.201131;9m;WIFI GRATUITO_ACTIVO
AV. ANTIGUA VIA LA VENTA;C. MILANESES;U. HAB. LOMAS DE BECERRA;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.201807;19.386193;19.386193,-99.201807;9m;WIFI GRATUITO_ACTIVO
C. SAN JACINTO;C. FRONTERA;SAN ANGEL;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.191608;19.344722;19.344722,-99.191608;9m;WIFI GRATUITO_ACTIVO
AV. INSURGENTES SUR;AV. DE LA PAZ;CHIMALISTAC;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.187324;19.347516;19.347516,-99.187324;9m;WIFI GRATUITO_ACTIVO
CTO PLATEROS;RIO MIXCOAC OTE.;LOMAS DE PLATEROS;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.205517;19.367668;19.367668,-99.205517;9m;WIFI GRATUITO_ACTIVO
C. GUIJAS;AV. ALTA TENSION;U.H. LOMA DE PLATEROS;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.203428;19.368412;19.368412,-99.203428;9m;WIFI GRATUITO_ACTIVO
AV. LOMAS DE PLATEROS;ENRIQUE CABRERA;MERCED GOMEZ;ALVARO OBREGON;SIN BOTON;CON ALTAVOZ;-99.195182;19.369159;19.369159,-99.195182;9m;WIFI GRATUITO_ACTIVO
AV. TAMAULIPAS;C. SANTA ANITA;CORPUS CRISTI;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.247831;19.363239;19.363239,-99.247831;9m;WIFI GRATUITO_ACTIVO
C. PINO;C. POLVORA;PUEBLO SANTA FE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.235308;19.384131;19.384131,-99.235308;9m;SIN WIFI
AV. TECOLALCO;C. JOAQUIN CAPILLA;TECOLALCO;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.237574;19.37863;19.37863,-99.237574;9m;WIFI GRATUITO_ACTIVO
C. REAL DE GUADALUPE;C. ACUEDUCTO DE GUADALUPE;PUEBLO SANTA ROSA XOCHIAC;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.284823;19.325216;19.325216,-99.284823;9m;WIFI GRATUITO_ACTIVO
CDA. CENTENARIO;C. 1;HERON PROAL;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.230871;19.359004;19.359004,-99.230871;9m;SIN WIFI
AV. 5 DE MAYO;TACUBA;MERCED GOMEZ;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.198919;19.365047;19.365047,-99.198919;9m;WIFI GRATUITO_ACTIVO
MANZANA 1 GRUPO 1;MANZANA 1 GRUPO 4;U. H. IMSS SANTA FE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.202992;19.388994;19.388994,-99.202992;9m;WIFI GRATUITO_ACTIVO
ZENZONTLE;FELIPE ANGELES;BELLAVISTA;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.192097;19.395265;19.395265,-99.192097;9m;WIFI GRATUITO_ACTIVO
AND. 1;C. GUSTAVO DIAZ ORDAZ;AMPL. JALALPA;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.232787;19.377418;19.377418,-99.232787;9m;WIFI GRATUITO_ACTIVO
C. ROSA BENGALA;C. ROSA NAUTICA;AMPLIACION MOLINO DE ROSAS;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.200377;19.37034;19.37034,-99.200377;9m;WIFI GRATUITO_ACTIVO
BENVENUTO CELLINI;ALFONSO CANO;ALFONSO XIII;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.194967;19.376518;19.376518,-99.194967;9m;WIFI GRATUITO_ACTIVO
EJE 10 SUR AV. SAN JERONIMO;ENTRE C. FRATERNIDAD Y CDA. CANOA;LA OTRA BANDA;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.201715;19.333335;19.333335,-99.201715;9m;WIFI GRATUITO_ACTIVO
AV. ANTIGUA VIA A LA VENTA;AV. ESCUADRÓN 201;U. HAB. LOMAS DE BECERRA;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.200127;19.386415;19.386415,-99.200127;9m;WIFI GRATUITO_ACTIVO
C. EMBOCADURA;C. RIVERA;AMPL. LOS ALPES;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.209971;19.355794;19.355794,-99.209971;9m;WIFI GRATUITO_ACTIVO
AV. JALAPA NORTE;C. PERAL;JALALPA EL GRANDE;ALVARO OBREGON;CON BOTON;CON ALTAVOZ;-99.240927;19.370676;19.370676,-99.240927;9m;SIN WIFI
C. 1;C. 24;ALDANA;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.149885;19.46885;19.46885,-99.149885;9m;WIFI GRATUITO_ACTIVO
AVENIDA CEYLAN;C. PONIENTE 128;INDUSTRIAL VALLEJO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.16935;19.492526;19.492526,-99.16935;9m;WIFI GRATUITO_ACTIVO
C. PONIENTE 128;C. NORTE 45;BARRIO HAUTLA DE LAS SALINAS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.160248;19.490365;19.490365,-99.160248;9m;WIFI GRATUITO_ACTIVO
CALZ. DE LAS ARMAS;AV. AQUILES SERDAN;UNIDAD PEMEX;AZCAPOTZALCO;SIN BOTON;CON ALTAVOZ;-99.210796;19.50809;19.50809,-99.210796;9m;WIFI GRATUITO_ACTIVO
C. RIO BLANCO;C. JACARANDAS;AZCAPOTZALCO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.204714;19.506651;19.506651,-99.204714;9m;WIFI GRATUITO_ACTIVO
C. BENITO JUAREZ;C. LONDRES;SAN ALVARO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.182784;19.460265;19.460265,-99.182784;9m;SIN WIFI
CALZ. AZCAPOTZALCO LA VILLA;EJE 4 NORTE ANTIGUA CALZ. DE GUADALUPE;BARRIO SAN MARCOS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.178846;19.489714;19.489714,-99.178846;9m;WIFI GRATUITO_ACTIVO
C. PONIENTE 58;C. NORTE 67;OBRERO POPULAR;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.173848;19.464398;19.464398,-99.173848;9m;WIFI GRATUITO_ACTIVO
C. FERROCARRIL CENTRAL;C. RABAUL;U. H. HOGARES FERROCARRILEROS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.164539;19.473318;19.473318,-99.164539;9m;WIFI GRATUITO_ACTIVO
AV. CEYLAN;C. PONIENTE 146;INDUSTRIAL VALLEJO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.173892;19.503244;19.503244,-99.173892;9m;SIN WIFI
C. CAMPO BELLO;C. CULTURAS GRIEGAS;U. H . INFONAVIT XOCHINAHUAC;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.194032;19.507376;19.507376,-99.194032;9m;WIFI GRATUITO_ACTIVO
C. TORONJIL;C. MEJORANA;VICTORIA DE LAS DEMOCRACIAS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.163052;19.467013;19.467013,-99.163052;9m;SIN WIFI
XOCHIMANCAS;TOTONACAS;TEZOZOMOC;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.196543;19.490288;19.490288,-99.196543;9m;WIFI GRATUITO_ACTIVO
C. NORTE 73;AV. AQUILES ELORDUY;JARDIN AZPEITIA;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.174355;19.472627;19.472627,-99.174355;9m;SIN WIFI
CALZ. AZCAPOTZALCO LA VILLA;ENTRE EJE 4 ANTIGUA CALZADA DE GUADALUPE Y C. TREBOL;BARRIO SAN MARCOS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.179399;19.488526;19.488526,-99.179399;9m;WIFI GRATUITO_ACTIVO
C. DURAZNOS;C. PINOS;PASTEROS;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.197399;19.496926;19.496926,-99.197399;9m;WIFI GRATUITO_ACTIVO
C. SEVILLA;C. ANDADOR ARCHIDONA;SAN RAFAEL;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.188493;19.488172;19.488172,-99.188493;9m;WIFI GRATUITO_ACTIVO
C. CINEMATOGRAFIA;C. ALFAREROS;U. HAB. EL ROSARIO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.206229;19.510281;19.510281,-99.206229;9m;WIFI GRATUITO_ACTIVO
C. CAMPO ENCANTADO;C. CAMPO ENCANTADO (ENTRE CAMPO VERDE Y EJE 3 NORTE CALZ.;SAN ANTONIO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.199627;19.480773;19.480773,-99.199627;9m;WIFI GRATUITO_ACTIVO
C. JOSE MA. ROA BARCENAS;C. 5 DE FEBRERO;OBRERA;CUAUHTEMOC;SIN BOTON;CON ALTAVOZ;-99.137291;19.411534;19.411534,-99.137291;9m;SIN WIFI
AV. CLAVELINAS;C. PIÑA;NUEVA SANTA MARIA;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.170475;19.465576;19.465576,-99.170475;9m;WIFI GRATUITO_ACTIVO
C. REFINERIA MINATITLAN;C. CAMPO ARROYO CLARO;BARRIO SAN ANDRES;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.184807;19.492004;19.492004,-99.184807;9m;WIFI GRATUITO_ACTIVO
AV. LIC. ANDRES HENESTROSA;AV. DE LAS CULTURAS;C. U. MANUEL RIVERA ANAYA CROC 1;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.191746;19.510555;19.510555,-99.191746;9m;SIN WIFI
1a. CDA. AQUILES ELORDUY;AQUILES ELORDUY;DEL RECREO;AZCAPOTZALCO;CON BOTON;CON ALTAVOZ;-99.186601;19.474207;19.474207,-99.186601;9m;SIN WIFI
SERAFÍN OLARTE;ZEMPOALA;INDEPENDENCIA;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.150488;19.380515;19.380515,-99.150488;9m;WIFI GRATUITO_ACTIVO
CDA. TIGRE;C. SAN FRANCISCO;DEL VALLE SUR;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.176377;19.369697;19.369697,-99.176377;9m;WIFI GRATUITO_ACTIVO
VICTOR HUGO;AV. CUMBRES DE MALTRATA;NIÑOS HEROES DE CHAPULTEPEC;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.145592;19.384682;19.384682,-99.145592;9m;WIFI GRATUITO_ACTIVO
PEDRO ROMERO DE TERREROS;ANAXAGORA;NARVARTE PONIENTE;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.156971;19.394;19.394,-99.156971;9m;SIN WIFI
C. JOSE ANTONIO TORRES;CALZ. SANTA ANITA;VIADUCTO PIEDAD;IZTACALCO;CON BOTON;CON ALTAVOZ;-99.134749;19.399131;19.399131,-99.134749;9m;WIFI GRATUITO_ACTIVO
C. SIETE;ENTRE AV. REVOLUCION Y AV. UNO;SAN PEDRO DE LOS PINOS;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.185577;19.392295;19.392295,-99.185577;9m;WIFI GRATUITO_ACTIVO
CALZ. TLALPAN;C. CUMBRES DE MALTRATA;SAN SIMON TICUMAC;BENITO JUAREZ;N/A;N/A;-99.140786;19.377171;19.377171,-99.140786;20m;SIN WIFI
C. ALHAMBRA;C. NEVADO;PORTALES;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.145359;19.359291;19.359291,-99.145359;9m;WIFI GRATUITO_ACTIVO
AV. DE LOS MONTES;ENTRE AV. PLUTARCO ELIAS CALLES Y C. MIRAVALLE;PORTALES ORIENTE;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.139488;19.36324;19.36324,-99.139488;9m;WIFI GRATUITO_ACTIVO
C. LOURDES;C. ZACAHUITZCO;MARIA DEL CARMEN;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.138512;19.375505;19.375505,-99.138512;9m;WIFI GRATUITO_ACTIVO
C. BOLIVAR;C. NIGROMANTE Y C. MONOSABIO (AND. JORGE C. ALVARADO);DEL PERIODISTA;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.146271;19.382074;19.382074,-99.146271;9m;WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN;C. ROSA MARIA SEQUEIRA;U.H. SAN FRANCISCO CULHUACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.119289;19.319763;19.319763,-99.119289;9m;WIFI GRATUITO_ACTIVO
AV. CENTENARIO;C. MALITZIN;DEL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.16361;19.351958;19.351958,-99.16361;9m;WIFI GRATUITO_ACTIVO
C. CAHITAS;ENTRE AND. MAYAPAN Y C. TLAHUICAS;CTM CULHUACAN SECC. V;COYOACAN;CON BOTON;CON ALTAVOZ;-99.115562;19.331057;19.331057,-99.115562;9m;WIFI GRATUITO_ACTIVO
QUAUHNICOL;CALMECAC;ADOLFO RUIZ CORTINES;COYOACAN;CON BOTON;CON ALTAVOZ;-99.146126;19.320834;19.320834,-99.146126;9m;WIFI GRATUITO_ACTIVO
C. MANUEL CAMPOS;C. ETA;U. H. MONTE DE PIEDAD;COYOACAN;CON BOTON;CON ALTAVOZ;-99.172734;19.344673;19.344673,-99.172734;9m;WIFI GRATUITO_ACTIVO
ROSARIO CASTELLANOS;DOLORES DEL RÌO;CTM CULHUACAN SECC. VIII;COYOACAN;CON BOTON;CON ALTAVOZ;-99.104323;19.314536;19.314536,-99.104323;9m;SIN WIFI
C. COATL;C. COAPAN;PEDREGAL DE SANTO DOMINGO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.163133;19.325867;19.325867,-99.163133;9m;WIFI GRATUITO_ACTIVO
COROLA;4A CDA. COROLA (ENTRE C. TALLO Y C. POLEN);EL RELOJ;COYOACAN;CON BOTON;CON ALTAVOZ;-99.141849;19.31719;19.31719,-99.141849;9m;WIFI GRATUITO_ACTIVO
C. 16 DE SEPTIEMBRE;CALZ. TAXQUEÑA;SAN FRANCISCO CULHUACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.116357;19.339415;19.339415,-99.116357;9m;SIN WIFI
AV. SANTA ANA;ENTRE EJE 1 ORIENTE AV. CANAL DE MIRAMONTES Y RET 21 (EJE 2 ORIENTE AV. CANAL DE MIRAMONTES);AVANTE;COYOACAN;CON BOTON;CON ALTAVOZ;-99.13634;19.330289;19.330289,-99.13634;9m;WIFI GRATUITO_ACTIVO
C. MIGUEL HIDALGO;C. FERNANDEZ LEAL;BARRIO LA CONCEPCION;COYOACAN;CON BOTON;CON ALTAVOZ;-99.158035;19.350148;19.350148,-99.158035;9m;WIFI GRATUITO_ACTIVO
3er. ANDADOR DE SANTA CECILIA;ENTRE CALZ. LAS BOMBAS Y C. HACIENDA STO. TOMAS;UNIDAD OBRERO HABITACIONAL CTM CULHUACAN X;COYOACAN;CON BOTON;CON ALTAVOZ;-99.11042;19.309644;19.309644,-99.11042;9m;SIN WIFI
C. IRIS;CTO. DE LOS PARQUES;FRACC.  EL PARQUE COYOACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.127843;19.311218;19.311218,-99.127843;9m;WIFI GRATUITO_ACTIVO
C. ZIHUATLAN;AV. TEJAMANIL;PEDREGAL DE SANTO DOMINGO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.169551;19.319836;19.319836,-99.169551;9m;WIFI GRATUITO_ACTIVO
C. GUARDERIA;C. MANUELA MEDINA;U. H. CULHUACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.106497;19.316601;19.316601,-99.106497;9m;SIN WIFI
C. LL MZ-10;C. TEXMELUCAN;EDUCACION;COYOACAN;CON BOTON;CON ALTAVOZ;-99.134444;19.336484;19.336484,-99.134444;9m;WIFI GRATUITO_ACTIVO
AV. PANAMERICANA;C. RINCONADA DE LOS RIOS;U. H. VILLA PANAMERICANA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.169704;19.310078;19.310078,-99.169704;9m;WIFI GRATUITO_ACTIVO
SAN ALEJANDRO;SAN EMETERIO;PEDEGRAL DE SANTA URSULA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.156338;19.306491;19.306491,-99.156338;9m;WIFI GRATUITO_ACTIVO
C. BELISARIO DOMINGUEZ;AV. CENTENARIO;VILLA COYOACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.163898;19.350651;19.350651,-99.163898;9m;WIFI GRATUITO_ACTIVO
C. KRAMER;ENTRE PRIV. JARDIN Y AV. MIGUEL A. DE QUEVEDO.;ATLANTIDA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.146375;19.341546;19.341546,-99.146375;9m;WIFI GRATUITO_ACTIVO
AV. EMILIANO ZAPATA;ENTRE AND. CAUDILLO DEL SUR Y AV. EJIDATARIOS;U. H. EMILIANO ZAPATA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.110977;19.317583;19.317583,-99.110977;9m;SIN WIFI
C. TLAPACOYA;C. ESFUERZO;PUEBLO SANTA URSULA COAPA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.143072;19.312105;19.312105,-99.143072;9m;WIFI GRATUITO_ACTIVO
AV. ESCUINAPA;ENTRE C. AHUEJOTE Y C. CASCLE;PEDREGAL DE SANTO DOMINGO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.164364;19.330212;19.330212,-99.164364;9m;WIFI GRATUITO_ACTIVO
C. TEPETLAPA;18 DE JULIO;NUEVA DIAZ ORDAZ;COYOACAN;CON BOTON;CON ALTAVOZ;-99.146792;19.324721;19.324721,-99.146792;9m;WIFI GRATUITO_ACTIVO
AV. PANAMERICANA;ENTRE C. CEFIRO Y RINCONADA DE LAS DEIDADES;U. H. VILLA PANAMERICANA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.177664;19.305977;19.305977,-99.177664;9m;WIFI GRATUITO_ACTIVO
C. MIXTECAS;C. REY TOPILTZIN;AJUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.158104;19.322532;19.322532,-99.158104;9m;WIFI GRATUITO_ACTIVO
C. CERRO ACASULCO;RT. CERRO ACASULCO;OXTOPULCO UNIVERSIDAD;COYOACAN;CON BOTON;CON ALTAVOZ;-99.180286;19.34249;19.34249,-99.180286;9m;WIFI GRATUITO_ACTIVO
C. ZAPOTECAS;C. REY IXTLILXOCHITL;AJUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.159173;19.325976;19.325976,-99.159173;9m;WIFI GRATUITO_ACTIVO
C. REMEDIOS VALLE;ENTRE 2DO AND. DE REMEDIO VALLE Y 3ER AND DE REMEDIO VALLE;CTM CULHUACAN SECC. VII;COYOACAN;CON BOTON;CON ALTAVOZ;-99.112006;19.324506;19.324506,-99.112006;9m;SIN WIFI
CDA. ENCINOS;AV. JACARANDAS;SAN JOSE DE LOS CEDROS;CUAJIMALPA;CON BOTON;CON ALTAVOZ;-99.288232;19.372959;19.372959,-99.288232;9m;WIFI GRATUITO_ACTIVO
C. ZARCO;C. COAHUILA;CUAJIMALPA;CUAJIMALPA;CON BOTON;CON ALTAVOZ;-99.296074;19.353253;19.353253,-99.296074;9m;WIFI GRATUITO_ACTIVO
AV. JESUS DEL MONTE;C. MONTE ENCINOS;JESUS DEL MONTE;CUAJIMALPA;CON BOTON;CON ALTAVOZ;-99.292759;19.364844;19.364844,-99.292759;9m;WIFI GRATUITO_ACTIVO
C. HERMANDAD;C. 8 DE DICIEMBRE;LA NAVIDAD;CUAJIMALPA;CON BOTON;CON ALTAVOZ;-99.2867;19.375579;19.375579,-99.2867;9m;WIFI GRATUITO_ACTIVO
